c_02	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14
2898865943713107902	34453685010072459	3875281194045982152	182.169	47.6551	12855404259964902474	1016692821735992243	5656685945142785391	29.5	14771401151246747869	1476968893165	2.5	4543	5.5	17.5	22906	25	257.5	18175	151	1430.5	1
4921679122433132123	34453685010072459	8286680241381910257	173.416	54.9105	13642871152208443738	NaN	8494060603423735195	1	6843963171864976598	1484137114420	2.5	227.5	29.5	296.5	97	1	1	152.5	38.5	1	1
5103394423092135862	34453685010072459	4327320840796792320	165.223	28.3185	12348141771748145117	NaN	5656685945142785391	1	6843963171864976598	1489296306184	2.5	19	1	13	8.5	1	1	13	2.5	13	1
3277273115159490538	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13924528758680230204	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7041719697017359181	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13709435438700524118	34453685010072459	7265916326799606203	179.434	64.4373	13667366685602754784	13871198517152104089	5656685945142785391	29.5	6843963171864976598	1461300281407	2.5	235	22	59.5	202	1	1	4366	40	2.5	1
3710979120191914324	34453685010072459	4327320840796792320	188.285	70.9474	12161245769236735329	4917760999762945309	5656685945142785391	37	14771401151246747869	1463392736175	2.5	446.5	14.5	1	1594	1	1	14881	140.5	1	1
453688925888343344	34453685010072459	10042331214081538537	172.994	57.8596	8055002158422982092	35449646366330138	8494060603423735195	31	6843963171864976598	1464622037438	2.5	4534	104.5	559	6292	5.5	11.5	3751	151	46	1
12338524295863004454	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10076216593559085271	34453685010072459	4660484954393955857	164.332	52.243	4994850094228056084	NaN	8494060603423735195	1	6843963171864976598	1473856790280	2.5	70	22	152.5	8.5	1	22	61	11.5	2.5	1
17798077836541201342	34453685010072459	7638001807695707609	1	1	18312104889363715121	NaN	5656685945142785391	1	6843963171864976598	1474117551419	2.5	74.5	11.5	956.5	71.5	1	2.5	299.5	17.5	43	1
2430024952208240191	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6374147499011110236	34453685010072459	17089004857331286805	167.302	38.4839	661135618892049138	1278061577064860612	8494060603423735195	28	6843963171864976598	1478779564148	2.5	176.5	8.5	1	40	1	1	145	34	1	1
7407988132365603199	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7838130344495933172	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13279039681124945249	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11039222996833684440	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8828489642788434723	34453685010072459	11101287519812860991	175.907	43.3452	4189315778907431175	4566944382882915994	9203211364990347262	41.5	6843963171864976598	1437276347278	2.5	343	5.5	1	1	11.5	7	1	1	1	1
17309730257515583431	14771401151246747869	372983498238386491	174.914	60.1298	6828291961868330005	7607317892741749978	7941305549320701127	64	6843963171864976598	1458062873209	2.5	209.5	616	289	4672	1	2.5	91	16	1	1
15900679203436652685	34453685010072459	8410501586956965497	186.207	63.7038	17285744326937793943	12664773472093406816	16256945696872958129	28	6843963171864976598	1464250090100	2.5	275.5	28	28	406	1	1	1819	52	1	1
8189024410732374721	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13917583370577085972	34453685010072459	8870250641825835979	190.935	69.506	15216595036825075434	NaN	3027499780234405913	1	6843963171864976598	1465722355221	2.5	40	14.5	10	1	2.5	1	10	2.5	10	1
18289838396076127747	14771401151246747869	5969478673445001023	164.652	53.2018	16826254548923264612	7572812105742249682	8146055994240252581	41.5	6843963171864976598	1465985702409	2.5	181	79	754	1393	1	23.5	1034.5	50.5	575.5	1
3986683258361839445	34453685010072459	7265916326799606203	161.592	42.5961	2605907981505228630	NaN	5656685945142785391	1	6843963171864976598	1489465591440	2.5	20.5	4	5176	8.5	1	8.5	5047	10	130	2.5
6899888706210474555	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14823290194531140026	34453685010072459	15422823039875046051	180.92	48.6221	736655387931501070	14604117579403954633	13586763582308649947	2.5	6843963171864976598	1452308771298	2.5	326.5	119.5	1	7	1	1	1	1	1	1
17217559999120409947	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13674253050647665831	14771401151246747869	4318653829221827545	172.613	50.1551	14944272413825171651	NaN	6026045255089191057	31	6843963171864976598	1480595479099	2.5	262	3979	29.5	76	1	62.5	7	11.5	5.5	1
1020942682390621053	34453685010072459	7265916326799606203	170.662	44.7356	7131044610902317786	NaN	5656685945142785391	19	6843963171864976598	1488008867113	2.5	58	25	314.5	19	1	299.5	91	16	280	1
810515200350446551	34453685010072459	8410501586956965497	176.52	56.0375	8368477156682922943	NaN	5083169309446148209	1	6843963171864976598	1489673444321	2.5	1	2.5	1	8.5	1	1	1	1	1	1
15560651607872172962	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11268318366785739446	14771401151246747869	10467070217667796302	116.076	58.6354	7685069979219340590	15316689738187232527	7941305549320701127	34	6843963171864976598	1460561175289	2.5	103	65.5	418	16888	1	7	166	26.5	1	1
4306557841624378845	34453685010072459	10092528804887513133	181.135	44.966	18166872210092895898	NaN	9203211364990347262	1	6843963171864976598	1465477410355	2.5	38.5	10	28	1	4	1	13	5.5	1	1
11352551712529236970	34453685010072459	7638001807695707609	174.402	48.3146	8378108768452697267	6486231215547827399	5656685945142785391	32.5	14771401151246747869	1468226536443	2.5	1	1	1	1	1	1	1	1	1	1
16476198635735444682	14771401151246747869	8201911506017907013	160.246	45.2516	9635603008648383983	14805553423432444691	3027499780234405913	49	6843963171864976598	1469207358301	2.5	199	121	1	4693	1	2.5	259	13	67	1
7264136158871922332	34453685010072459	3659863142344469883	179.426	49.2415	13511053462217847232	NaN	7941305549320701127	1	6843963171864976598	1470815607319	2.5	181	74.5	19	353.5	22	16	470.5	26.5	1	1
6522786257292714277	34453685010072459	17089004857331286805	178.037	50.1488	4975491829036365878	NaN	8494060603423735195	1	6843963171864976598	1475201057357	2.5	271	365.5	121	4093	1	1	377.5	38.5	1	1
10723781981059237762	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8273414438981547270	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18319170533414483983	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12880227328681165411	14771401151246747869	9614733757505261302	175.225	37.3961	1515814145325380953	6473426500729982323	8080533469335952745	34	15026583530804077823	1449304613375	2.5	865	487	5818	712	25	448	797.5	151	484	1
12581536080465198279	34453685010072459	10042331214081538537	181.016	55.4219	17465306663676244936	12755145710545977312	3027499780234405913	32.5	14771401151246747869	1458827033270	2.5	653.5	73	146.5	2060.5	1	5.5	407.5	38.5	50.5	1
8587667486057581101	34453685010072459	7638001807695707609	171.586	53.1084	3164121748884072765	NaN	5656685945142785391	38.5	14771401151246747869	1465382044369	2.5	337	7	161.5	538	1	1	991	110.5	1	1
2550603672430907490	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10594867857123817927	34453685010072459	8286680241381910257	160.753	45.3247	9635603008648383983	NaN	5083169309446148209	1	6843963171864976598	1472910841373	2.5	31	7	91	1	1	5.5	38.5	13	17.5	1
5626336932821606382	34453685010072459	2586352587408419994	156.716	47.0353	13301720600350218719	11666915786961068307	3027499780234405913	31	14771401151246747869	1477722658274	2.5	3134.5	25	196	412	1	1	995.5	136	1	1
3975898729499416703	34453685010072459	4872182644182979143	151.41	39.4334	12471062070605980947	11163705707204958638	17335592751513898590	23.5	6843963171864976598	1484891428220	2.5	67	20.5	220	376	1	1	125.5	14.5	1	1
17475901598811378698	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4923983745451927822	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10579982853431473233	34453685010072459	4327320840796792320	171.452	53.105	3164121748884072765	NaN	5656685945142785391	32.5	14771401151246747869	1459803311439	2.5	26989	128.5	143444	170858	4	215.5	1.81741e+06	151	27065.5	23.5
10370203102993966326	34453685010072459	17089004857331286805	157.451	46.9088	13301720600350218719	NaN	9203211364990347262	1	6843963171864976598	1465634254382	2.5	85	19	139	7	7	25	91	10	1	1
15750616816850433014	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14418944659599091225	34453685010072459	3875281194045982152	170.903	35.603	16870020786991271308	NaN	5656685945142785391	1	6843963171864976598	1478018813483	2.5	1915	10	493	295	1	1	10730.5	151	1	1
7177064051802120975	34453685010072459	320439096357625516	182.731	62.7112	17150304968680942545	7048452789007440931	9728979009671476297	31	6843963171864976598	1482415641143	2.5	700	148	9085	4297	10	172	15613	151	4168	2.5
12426572442944791935	34453685010072459	16871506364980014497	166.131	34.9797	667426760448375212	NaN	3027499780234405913	1	6843963171864976598	1486544559245	2.5	151	5.5	1249	47.5	2.5	71.5	398.5	26.5	398.5	1
13278193030771864050	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5205341409321972072	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1493468658917599969	34453685010072459	10211136965740185639	168.644	46.2639	1640512849036028345	NaN	5656685945142785391	40	6843963171864976598	1457956245219	2.5	64	34	335.5	19	1	1	256	16	1	1
7823401111463108517	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16776773089277839011	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16213836623508677996	34453685010072459	10467070217667796302	121.424	62.7629	15269012993848206518	NaN	8494060603423735195	29.5	6843963171864976598	1478355664325	2.5	68.5	14.5	176.5	47.5	7	155.5	181	19	10	1
2876261940698526205	34453685010072459	3875281194045982152	186.691	63.7694	18175601571669815317	16874085304234683492	5656685945142785391	1	6843963171864976598	1480328875353	2.5	1021	46	2350	3289	11.5	571	8585.5	88	1049.5	1
8705354528228983783	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9928309442324045692	34453685010072459	7265916326799606203	181.284	44.9508	18166872210092895898	15340488303823192798	5656685945142785391	32.5	14771401151246747869	1458117027446	2.5	250	11.5	44.5	64	1	1	130	49	1	1
17157237241835831443	34453685010072459	10211136965740185639	179.943	40.176	6581091557036131177	15547720619566231198	5656685945142785391	31	6843963171864976598	1459191980113	2.5	6460	133	409	25612	1	1	45301	151	7	1
8078981638137438540	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18104564108035677436	34453685010072459	13882554632700455398	175.612	60.7904	6220772307398391706	13871198517152104089	8494060603423735195	31	6843963171864976598	1471699060463	2.5	221.5	17.5	268	517	10	32.5	91	22	1	1
1595441835759699279	34453685010072459	3875281194045982152	210.815	54.4524	17748333533793790881	NaN	7245797041907489745	1	6843963171864976598	1475497357447	2.5	353.5	4	31	8.5	8.5	1	14.5	7	1	1
13309039359820570390	34453685010072459	10983941772841200819	179.122	62.7172	5288095823640398565	NaN	5083169309446148209	1	6843963171864976598	1487498013413	2.5	1	5.5	1	14.5	1	1	1	1	1	1
15465818465786259941	34453685010072459	3659863142344469883	183.438	59.5055	567940193888357937	4212052716017025058	5656685945142785391	38.5	6843963171864976598	1487839000169	2.5	6730	50.5	8075.5	200.5	2.5	43	8284	151	6559	1
761139576338199251	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15397004220135165717	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10479228287609536129	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16379043217490692198	34453685010072459	4327320840796792320	1	1	1496117162953349497	9347786370815981931	5656685945142785391	1	6843963171864976598	1438656711397	2.5	83665	11.5	14756.5	3.315e+06	1	524.5	3.0586e+06	151	220048	91
4263752650193766214	14771401151246747869	13878189831468319491	176.847	59.8319	17206023593600067121	13871198517152104089	16256945696872958129	37	14771401151246747869	1480086720400	2.5	212.5	73	1	2737	1	1	181	46	1	1
5626425357322839984	14771401151246747869	3875281194045982152	1	1	8018548380316780019	8561984154757826993	5656685945142785391	37	6843963171864976598	1486632322169	2.5	35.5	4	1	59524	1	146.5	1	1	1	1
6296790163988438178	34453685010072459	7265916326799606203	-181.381	59.0313	10891991707143667804	1016692821735992243	5656685945142785391	1	6843963171864976598	1487986452199	2.5	2197	116.5	8704	19865.5	31	58	11281	151	1000	2.5
15650131550482143381	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4353382181119687275	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8513041484623177393	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3447487909374375982	34453685010072459	3875281194045982152	182.796	47.513	7728751497385427149	6486231215547827399	5656685945142785391	34	14771401151246747869	1448023340231	2.5	1759	335.5	2735.5	418062	16	386.5	49436.5	151	9208	16
5404668720407949718	34453685010072459	7638001807695707609	190.916	69.6565	15216595036825075434	35449646366330138	5656685945142785391	1	6843963171864976598	1464627614147	2.5	11065	14.5	26.5	1333	19	1385.5	76490.5	151	3256	7
7292338274395387986	34453685010072459	12952811903422411247	179.284	48.6559	13511053462217847232	345555973046907024	16256945696872958129	32.5	6843963171864976598	1470303372455	2.5	523	58	146.5	1499.5	1	1	10760.5	151	1	1
4374977550412586703	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11219987802948134414	34453685010072459	11050615065465248202	169.711	53.0316	9831029686526433193	NaN	16256945696872958129	1	6843963171864976598	1473909204362	2.5	8.5	2.5	5.5	1	1	1	2.5	5.5	1	1
6505673457200206115	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17207035804849283887	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13543688036292590535	14771401151246747869	645805385508973343	192.124	70.1297	15216595036825075434	35449646366330138	18320971304580067817	31	6843963171864976598	1455286369349	2.5	37	137.5	287.5	8.5	1	1	181	7	1	1
7556778053913885061	34453685010072459	14544019838051856155	172.813	58.0466	1903660851557760738	11666915786961068307	9203211364990347262	32.5	14771401151246747869	1459167842462	2.5	23390.5	196	9005.5	2963.5	2.5	607	133730	151	2057.5	7
5993199646251008625	14771401151246747869	7265916326799606203	182.869	46.2521	8468386338883583967	NaN	5656685945142785391	1	6843963171864976598	1460677405230	2.5	202	7	136	913	1	1	746.5	58	1	1
18272084131826282706	34453685010072459	12952811903422411247	182.728	59.1756	567940193888357937	12986621915974638173	16256945696872958129	32.5	6843963171864976598	1462415012234	2.5	196	82	37	5035	8.5	88	17.5	5.5	1	1
2046166181163889613	34453685010072459	16267690830609431913	175.679	60.8987	6220772307398391706	13871198517152104089	3027499780234405913	38.5	6843963171864976598	1465213255420	2.5	71.5	7	25	2596	1	1	11.5	5.5	1	1
3966130546271427377	34453685010072459	7638001807695707609	172.075	34.8481	15327303923343906653	13024051734459292957	5656685945142785391	28	6843963171864976598	1473361887287	2.5	67	73	463	8.5	1	1	370	16	1	1
4408029567729081379	34453685010072459	645805385508973343	161.661	44.7251	9635603008648383983	13941580923878329612	16256945696872958129	1	6843963171864976598	1474719889295	2.5	670	7	277	363862	2.5	356.5	19060	151	1373.5	10
910731055061718392	34453685010072459	10211136965740185639	169.701	35.589	9154597814328517294	NaN	5083169309446148209	1	6843963171864976598	1480093087204	2.5	64	11.5	170.5	8.5	1	1	91	14.5	1	1
15163516495216833359	34453685010072459	16805245747836492268	177.933	51.8476	7956306945921279260	10535954191384696709	8494060603423735195	26.5	6843963171864976598	1480263837195	2.5	52	2.5	103	1	1	1	68.5	5.5	1	1
122724322348596047	34453685010072459	8410501586956965497	174.229	59.2239	6828291961868330005	8057038245120021313	8146055994240252581	29.5	6843963171864976598	1481459206423	2.5	224.5	89.5	452.5	446.5	5.5	1	5386	47.5	479.5	1
18145992323074130630	34453685010072459	3659863142344469883	1	1	1903660851557760738	13871198517152104089	5656685945142785391	32.5	6843963171864976598	1483695297275	2.5	203.5	37	113.5	319	4	2.5	271	40	2.5	1
12033253465928835430	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15282835912574161583	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2912395007609170358	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15655759727897420638	14771401151246747869	10211136965740185639	179.972	40.0904	6581091557036131177	13440853133090939027	5656685945142785391	37	6843963171864976598	1459367261188	2.5	2212	38.5	725.5	2.68304e+06	14.5	1024	211468	151	158.5	11.5
15154104550269837657	34453685010072459	4327320840796792320	160.167	47.3934	10323229920189365254	201306070313696672	5656685945142785391	28	6843963171864976598	1462557833467	2.5	496	73	16	1828	1	1	12682	98.5	1	1
16843287989051956115	34453685010072459	17089004857331286805	182.036	46.7943	1499740313067042920	NaN	8494060603423735195	1	6843963171864976598	1486781997421	2.5	43	1	71.5	4	1	1	22	13	1	1
9701118450231294343	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14636657048805026395	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4769343035215670458	34453685010072459	3875281194045982152	1	1	7687270607181570080	17027284284052688403	5656685945142785391	32.5	6843963171864976598	1456745012486	2.5	2035	8.5	179.5	277	10	40	78014.5	151	1658.5	7
2783735799652405946	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12720246954661680802	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8663217795759262372	34453685010072459	3659863142344469883	169.334	50.5534	406742950264932223	16566342060551763402	8494060603423735195	31	14771401151246747869	1471711220480	2.5	541	220	304	521.5	1	1	1801	71.5	1	1
3557671909181949373	34453685010072459	3930792818718220751	158.317	42.1499	2077672961909568615	13497686282124771665	5083169309446148209	29.5	6843963171864976598	1473510169462	2.5	112	59.5	1	31	1	1	53.5	11.5	1	1
16814903875235800730	34453685010072459	4327320840796792320	157.095	46.9627	13301720600350218719	NaN	5656685945142785391	1	6843963171864976598	1481653030442	2.5	34	10	1	1	5.5	113.5	1	1	1	1
5594216974666332174	34453685010072459	15694656548661744051	172.334	34.8376	15327303923343906653	NaN	5656685945142785391	28	6843963171864976598	1489221533281	2.5	44.5	2.5	19	1	1	4	515.5	8.5	563.5	1
10969983549693151595	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
